Policy ID,Lapse,Lapse Year,Customer Info Exist ,Has Payment History,Policy Info Exist
PID_HF1105C,?,?,1,0,1
PID_IJEXBJB,1,2018,0,1,1
PID_C5V2K6Y,?,?,0,1,1
PID_TQY6TFB,1,2017,0,1,1
PID_3827TEP,?,?,0,1,1
PID_2C4PRE2,1,2019,0,1,1
PID_UBFZ4KA,?,?,1,0,1
PID_VFXMPWO,?,?,0,0,1
PID_Q15A80J,1,2019,0,1,1
PID_6OIHCXZ,?,?,0,1,1
PID_S1O4DTQ,1,2018,0,1,1
PID_2T9QZW8,1,2019,1,1,1
PID_I9QI644,1,2019,1,1,1
PID_35KE578,1,2019,0,1,1
PID_9Z50VKW,1,2018,0,1,1
PID_71115Y3,1,2019,0,1,1
PID_B8CR6XZ,?,?,1,1,1
PID_Q1UM2SU,1,2019,1,1,1
PID_2Q3W7NU,1,2018,0,1,1
PID_HW49AIW,?,?,1,1,1
PID_ZSFTC2P,?,?,1,1,1
PID_9C98WV1,?,?,1,0,1
PID_98DU3X2,?,?,1,0,1
PID_UD9KZEN,1,2019,1,1,1
PID_FJKYGWP,1,2019,1,1,1
PID_EIBZ2G4,?,?,1,0,1
PID_AP4ASLT,1,2019,1,1,1
PID_IAL5HW4,?,?,1,1,1
PID_2E6W87K,?,?,1,1,1
PID_QGBORF5,?,?,1,0,1
PID_55ZA4GZ,1,2019,1,1,1
PID_XNCAT74,1,2018,0,1,1
PID_47QDYNW,?,?,0,1,1
PID_L5ULV3M,1,2019,0,1,1
PID_RTS4ZL6,1,2018,0,1,1
PID_LPDHTIF,1,2019,0,1,1
PID_OKHOMPG,?,?,0,1,1
PID_37640IT,?,?,0,1,1
PID_OOIQOXP,1,2018,0,1,1
PID_ZVT7WYT,?,?,1,1,1
PID_QIQMGM4,?,?,1,1,1
PID_YEX2O64,?,?,1,0,1
PID_7FG33SS,1,2019,1,0,1
PID_PGD0VWO,?,?,1,1,1
PID_D6CTTAT,1,2018,0,1,1
PID_EN94WRX,?,?,0,1,1
PID_5VAPX2W,?,?,1,0,1
PID_FYOX5OZ,1,2019,1,1,1
PID_EP2PRLI,?,?,1,0,1
PID_B9CZVQ0,?,?,0,1,1
PID_8SERDDY,?,?,1,1,1
PID_8PK9620,1,2019,1,1,1
PID_U9R4ZV5,1,2019,1,1,1
PID_MYJLQNV,1,2018,0,1,1
PID_RWJK27Y,?,?,1,0,1
PID_KAOKIIW,1,2019,1,1,1
PID_SLK2KBK,1,2018,0,1,1
PID_1EFRGFR,?,?,1,0,1
PID_ZBQ15PZ,?,?,0,1,1
PID_5BMJ2EY,?,?,1,1,1
PID_CCZXUWZ,1,2018,0,1,1
PID_6M7TAPZ,?,?,0,1,1
PID_L1EVFVV,?,?,1,1,1
PID_490SO8F,?,?,0,1,1
PID_HP57ANI,?,?,1,0,1
PID_U2CEY12,1,2018,0,1,1
PID_O73UXGK,?,?,1,0,1
PID_41CEADX,1,2018,0,1,1
PID_853P22X,?,?,0,1,1
PID_QTWT9MT,1,2018,0,1,1
PID_SYQQYJA,1,2017,0,1,1
PID_VVFCL3M,?,?,1,0,1
PID_9R9VWSV,1,2019,0,1,1
PID_OGSFUXM,1,2019,1,1,1
PID_XM10YSN,?,?,0,1,1
PID_M8H0206,1,2019,1,1,1
PID_TOGUQNH,?,?,1,0,1
PID_U7MAUSR,?,?,1,0,1
PID_SBLZ39B,?,?,1,0,1
PID_FL5Z9YT,?,?,0,1,1
PID_2DO1ILQ,1,2017,0,1,1
PID_ZOY2L0O,?,?,1,0,1
PID_43ZBF54,1,2019,0,1,1
PID_RB91TK9,1,2019,1,1,1
PID_I49QROQ,?,?,0,1,1
PID_IG55C34,1,2019,0,1,1
PID_IWGO6CS,?,?,1,0,1
PID_A0RBJ5T,1,2018,0,1,1
PID_BIUKGGL,?,?,1,0,1
PID_BFN6OI6,?,?,1,1,1
PID_WVZL299,1,2019,1,0,1
PID_XX5SDX5,?,?,1,1,1
PID_MLHAIS3,?,?,1,0,1
PID_1D3E8XW,1,2019,1,1,1
PID_CBN34V5,1,2018,1,1,1
PID_V5UIX4N,1,2018,0,1,1
PID_M316PJN,1,2019,0,1,1
PID_VX45ZY0,1,2019,1,1,1
PID_JJN519P,?,?,1,1,1
PID_S6I4AHT,?,?,1,0,1
PID_X80214X,?,?,0,1,1
PID_5L81ATB,?,?,0,1,1
PID_M8L3ZSL,?,?,1,1,1
PID_KT3OQH2,1,2018,0,1,1
PID_PFOA0L8,1,2019,1,0,1
PID_DCM455L,1,2018,0,1,1
PID_1QM79Z3,?,?,0,1,1
PID_XDBT0A0,1,2019,0,1,1
PID_K9EJBCZ,1,2018,0,1,1
PID_5AEGDDN,?,?,1,0,1
PID_N6KB10X,?,?,0,1,1
PID_G2UJ4H6,?,?,0,1,1
PID_2JJ8Y2D,?,?,1,0,1
PID_OYKZFJ5,1,2019,0,1,1
PID_EGQV0PF,?,?,1,0,1
PID_K0E2AEI,?,?,1,1,1
PID_4NEUSR6,?,?,0,1,1
PID_SIBAS9V,?,?,0,1,1
PID_39SHJQ7,?,?,1,1,1
PID_QV44A07,1,2019,0,1,1
PID_L7WFALW,?,?,0,1,1
PID_IQWYBEO,?,?,1,1,1
PID_P99WU1E,?,?,1,0,1
PID_SSYJQCM,1,2019,1,1,1
PID_LFP8LRJ,?,?,0,1,1
PID_CW0C6WJ,1,2019,0,1,1
PID_VWDVE5R,?,?,1,0,1
PID_A3IWRMF,?,?,1,0,1
PID_P8EAXSX,?,?,1,1,1
PID_0B7ZY05,?,?,0,1,1
PID_XGV7J98,1,2019,1,1,1
PID_MZHUAMQ,1,2018,0,1,1
PID_GM256T7,1,2019,1,1,1
PID_9738MRJ,1,2019,1,1,1
PID_KG2TKZT,?,?,0,1,1
PID_W35P7AK,?,?,1,0,1
PID_VM54LYC,?,?,1,0,1
PID_18IUP6Y,?,?,0,1,1
PID_8950D2K,?,?,1,0,1
PID_KUKYXUP,1,2019,1,0,1
PID_OIX9Z6C,?,?,1,0,1
PID_N2P3TZU,?,?,1,0,1
PID_0HRVQFF,?,?,1,1,1
PID_CF9LPTD,?,?,0,1,1
PID_9YRBO0D,1,2019,1,1,1
PID_M1PSXN3,1,2019,0,1,1
PID_EMPJ6DV,?,?,0,1,1
PID_2RGDJLH,?,?,0,1,1
PID_BE3M5IA,1,2019,0,1,1
PID_1N9ZZ8O,?,?,1,0,1
PID_UJO5XAJ,?,?,1,1,1
PID_J4LU5NU,?,?,1,1,1
PID_PXVQ26F,1,2019,0,1,1
PID_7D5BTI3,?,?,1,0,1
PID_FNO4085,1,2019,1,0,1
PID_2Y7PW3E,?,?,1,1,1
PID_CJF94X9,1,2018,0,1,1
PID_HNHAV3Y,?,?,1,0,1
PID_WPS19VM,?,?,1,0,1
PID_FBXYJ2U,?,?,1,0,1
PID_ICIY9Q6,1,2019,0,1,1
PID_UOG6M3G,1,2019,1,1,1
PID_FBOVZ1F,?,?,1,1,1
PID_4BAP5HP,1,2018,0,1,1
PID_N6TRWPL,1,2019,1,1,1
PID_FVOERSW,?,?,0,1,1
PID_UM4Y4DE,?,?,1,1,1
PID_0LTJOQV,1,2019,1,1,1
PID_HMLSG12,1,2018,0,1,1
PID_W2C3L63,1,2019,1,1,1
PID_2APV5C9,1,2018,0,1,1
PID_5O22427,1,2019,0,1,1
PID_3ZGS7ZA,1,2019,1,1,1
PID_3RW72K7,1,2018,0,1,1
PID_BDAAYQQ,1,2019,0,1,1
PID_VAMXMD7,?,?,1,0,1
PID_OFAFIMR,?,?,1,0,1
PID_R25ZOC3,?,?,1,0,1
PID_MJ3H3WV,?,?,0,1,1
PID_JTPZQSK,?,?,0,1,1
PID_21PBUNA,1,2019,1,1,1
PID_5BAXHMJ,?,?,0,1,1
PID_Z6KW5H4,1,2019,1,1,1
PID_L39C6RL,?,?,1,0,1
PID_DX4HKUI,?,?,1,0,1
PID_Y1W4FXE,1,2019,1,1,1
PID_3RZ2041,1,2019,0,1,1
PID_X9IG6KK,?,?,0,1,1
PID_BI9M5AR,?,?,1,0,1
PID_UCLVLMM,?,?,0,1,1
PID_W6V60O4,1,2019,1,1,1
PID_D5H9U8D,?,?,1,0,1
PID_TA1AOIW,1,2019,0,1,1
PID_Q6X9HRG,1,2019,1,1,1
PID_VLHL2AM,?,?,1,1,1
PID_UDL7VB1,?,?,0,1,1
PID_O813BGK,1,2018,0,1,1
PID_JAQTEYC,1,2019,1,1,1
PID_XRUE66Y,1,2018,0,1,1
PID_00J9U75,?,?,1,1,1
PID_YGOEBBL,?,?,0,1,1
PID_Q47S97K,?,?,0,1,1
PID_WOHLMQG,?,?,1,0,1
PID_EN3RRXF,?,?,1,0,1
PID_JH33TYH,?,?,0,1,1
PID_ZPZPHAJ,1,2018,0,1,1
PID_53ISV7V,1,2019,1,1,1
PID_N0CX1H7,1,2019,1,0,1
PID_5EK9GK4,1,2018,1,1,1
PID_XEUBGLM,?,?,1,0,1
PID_D1R49GD,?,?,1,1,1
PID_JJ69EAE,?,?,1,1,1
PID_UJP3NVE,?,?,1,0,1
PID_BMDV4HA,1,2019,1,1,1
PID_EISVF56,?,?,0,1,1
PID_SDI0WCX,?,?,1,1,1
PID_1JJEW4X,1,2018,0,1,1
PID_KOYSR5W,?,?,0,1,1
PID_U77ZE89,1,2018,0,1,1
PID_CRKYOES,1,2019,0,1,1
PID_WR32MKV,?,?,0,1,1
PID_BQR1NM0,?,?,1,0,1
PID_HYMBQ0Y,?,?,1,0,1
PID_1WY94Z1,?,?,1,0,1
PID_5OK8US6,?,?,0,1,1
PID_8SO2HSM,1,2018,0,1,1
PID_950G7FV,1,2018,0,1,1
PID_V5USQDP,1,2019,0,1,1
PID_MGYQPDT,?,?,0,1,1
PID_Z7EG4EK,?,?,1,0,1
PID_BELQAE4,1,2018,0,1,1
PID_WRF7CPT,1,2019,1,1,1
PID_3X3BVB0,?,?,0,1,1
PID_6RIUOEA,?,?,0,1,1
PID_OAMKEHI,1,2019,1,1,1
PID_1M1RXAW,1,2019,1,0,1
PID_7EL7R90,?,?,0,1,1
PID_21TENFX,1,2019,1,1,1
PID_TUC5O90,?,?,0,1,1
PID_VCC8P7T,?,?,0,1,1
PID_W4H6TSX,?,?,0,1,1
PID_DW1V11T,?,?,1,0,1
PID_RE1QOQD,?,?,1,0,1
PID_M7LELGK,?,?,0,1,1
PID_JU5KG5O,?,?,1,0,1
PID_HU1VHOM,1,2019,1,0,1
PID_VRO65JV,?,?,1,0,1
PID_YVIVVA1,?,?,1,0,1
PID_BRX0HTQ,1,2018,0,1,1
PID_GUGRXO9,1,2019,0,1,1
PID_3BYNKOA,?,?,1,1,1
PID_VFEP7CI,?,?,1,0,1
PID_YFB9LRD,1,2019,0,1,1
PID_SKKDG8X,?,?,1,0,1
PID_RVLUBSL,1,2018,0,1,1
PID_H7D46RG,?,?,0,1,1
PID_FCFW9AT,?,?,1,0,1
PID_Y7UCEXQ,1,2019,0,1,1
PID_DGMZI4L,?,?,1,1,1
PID_0KXO2KW,?,?,1,0,1
PID_XFNA00L,?,?,1,0,1
PID_YER18EC,1,2018,0,1,1
PID_VW1NUL1,?,?,1,1,1
PID_K2XW128,?,?,0,1,1
PID_PQSVC74,1,2019,1,1,1
PID_V4MSCGN,?,?,0,1,1
PID_CL04T5Y,1,2019,1,1,1
PID_8TXOI7P,?,?,1,0,1
PID_IEXNMU2,?,?,0,1,1
PID_1CO5QZR,1,2019,0,1,1
PID_TLTWKHE,?,?,0,1,1
PID_N4963US,1,2018,0,1,1
PID_OW2FMXB,1,2018,0,1,1
PID_N0JI82E,1,2019,1,1,1
PID_5CCI2GI,?,?,1,0,1
PID_ZARW6D7,?,?,1,0,1
PID_M0EU2O7,?,?,1,0,1
PID_QKKUOLE,1,2018,0,1,1
PID_EFI8PVG,?,?,1,0,1
PID_OIDZIZZ,?,?,1,1,1
PID_C7VAUXZ,1,2018,0,1,1
PID_HM3BFL5,1,2019,0,1,1
PID_AIFKDO8,?,?,1,0,1
PID_YF0BQP1,1,2019,0,1,1
PID_7CG0HRS,?,?,0,1,1
PID_FFZYX9W,?,?,0,1,1
PID_3I8LT6A,?,?,1,1,1
PID_S6BR1YD,?,?,0,1,1
PID_LTAS9HB,1,2019,1,1,1
PID_IUA4CCZ,?,?,1,0,1
PID_CX68SVO,?,?,0,1,1
PID_EAT8QZC,?,?,1,1,1
PID_DZ4S34X,?,?,0,1,1
PID_WOIDXAI,1,2019,0,1,1
PID_A611FK8,1,2019,1,1,1
PID_PXBPMQ9,?,?,1,0,1
PID_Q43BE9M,1,2018,0,1,1
PID_HVFWP4T,1,2019,0,1,1
PID_ZU5URI4,?,?,0,1,1
PID_PALSV4B,?,?,0,1,1
PID_IV9BYZD,?,?,0,1,1
PID_S0JRWLS,?,?,1,1,1
PID_HT82ZAE,1,2019,1,1,1
PID_L036B5C,1,2017,0,1,1
PID_A0WI7LU,?,?,1,1,1
PID_Y52JMW8,1,2018,0,1,1
PID_VYWHUJ4,1,2017,0,1,1
PID_80SKLUJ,?,?,1,0,1
PID_TFEDX47,?,?,0,1,1
PID_VIX7UHU,1,2018,0,1,1
PID_8N8RS4F,?,?,1,1,1
PID_RVNSPNK,1,2019,1,0,1
PID_KR75NBF,?,?,0,1,1
PID_SLETJ8M,1,2019,1,1,1
PID_8MCPPZX,1,2019,0,1,1
PID_9QSLYIQ,1,2018,0,1,1
PID_RRCRGR2,?,?,0,1,1
PID_CTFHY5A,1,2018,0,1,1
PID_LPF7CAX,?,?,1,1,1
PID_RX89GDF,?,?,1,1,1
PID_SZR4K64,?,?,0,1,1
PID_5G0M7T0,?,?,1,0,1
PID_JYA5V6Y,1,2017,0,1,1
PID_VB5TT4H,1,2019,1,1,1
PID_LPUZ7NN,1,2018,0,1,1
PID_E3944WT,?,?,1,1,1
PID_1SF6CF0,1,2018,0,1,1
PID_WA36Y9Z,1,2018,0,1,1
PID_91FARGC,1,2018,1,1,1
PID_20HA2TS,?,?,0,1,1
PID_NG46KQM,1,2019,1,1,1
PID_FXX3PB6,?,?,1,1,1
PID_QFS33V8,?,?,1,0,1
PID_SKPFQ7V,?,?,1,1,1
PID_VZNVZP1,?,?,1,0,1
PID_1CQ9DBT,1,2018,1,1,1
PID_08CNEGL,1,2018,0,1,1
PID_TGWNSJJ,?,?,1,0,1
PID_5HAUIKA,1,2019,1,1,1
PID_D0D3ACK,1,2018,0,1,1
PID_KVCP376,1,2019,1,1,1
PID_UEZWBAO,?,?,1,1,1
PID_DLDO7ED,1,2018,0,1,1
PID_D0Q2OVZ,1,2019,0,1,1
PID_H748BK1,?,?,1,0,1
PID_MB3LL8K,?,?,1,1,1
PID_GIPUIND,?,?,0,1,1
PID_9R4JRAV,?,?,1,0,1
PID_7Y7NNYL,?,?,1,0,1
PID_ZWZRMFW,?,?,1,0,1
PID_377FDG6,?,?,0,1,1
PID_7QTF73G,?,?,0,1,1
PID_WQUQ1XH,1,2018,1,1,1
PID_DLJ1059,1,2018,0,1,1
PID_DXU84DT,?,?,1,0,1
PID_TPBTXIY,1,2019,1,1,1
PID_NHNLAS9,?,?,0,1,1
PID_02EH4R5,?,?,1,0,1
PID_EOXOKXS,1,2018,1,1,1
PID_GCLKP1L,?,?,1,1,1
PID_FNFIFLQ,1,2018,0,1,1
PID_OS8JCNH,1,2019,1,0,1
PID_30U3XRJ,?,?,0,1,1
PID_LI2CGKA,?,?,0,1,1
PID_D2RSP2X,1,2019,1,1,1
PID_S6LDF27,1,2019,1,1,1
PID_C6V2BPD,?,?,1,1,1
PID_XLBAT3W,?,?,0,1,1
PID_A1GOTLP,1,2018,0,1,1
PID_QDJTE1Y,1,2019,1,0,1
PID_PU1J3JY,1,2018,1,1,1
PID_679HITF,?,?,0,1,1
PID_TXLGJ97,?,?,1,1,1
PID_ELLFUP6,?,?,0,1,1
PID_PJ5UUCT,?,?,1,0,1
PID_YEPBJHT,1,2019,0,1,1
PID_LYRSJQI,?,?,0,1,1
PID_OAR1HOC,1,2019,1,1,1
PID_TKONKSY,1,2019,1,0,1
PID_SQ6Y7BY,1,2018,0,1,1
PID_ACYXQCB,?,?,1,0,1
PID_6P8ASOB,?,?,0,1,1
PID_M44Q1PU,1,2018,0,1,1
PID_Z0DUK0C,?,?,0,1,1
PID_Y148N0B,?,?,1,0,1
PID_UMJI41Y,1,2019,1,0,1
PID_3I5RZNC,1,2019,0,1,1
PID_UH4R948,?,?,0,1,1
PID_5N43XQU,1,2019,1,1,1
PID_NYK7FAU,?,?,1,0,1
PID_HTJSVBP,1,2018,0,1,1
PID_VKMMJBY,1,2018,0,1,1
PID_CPWTZXW,?,?,0,1,1
PID_NOPG8TC,?,?,0,1,1
PID_Z68CPG2,1,2019,0,1,1
PID_JNLAGNS,1,2019,1,1,1
PID_IH3SP86,1,2019,1,1,1
PID_4V90AJQ,1,2018,0,1,1
PID_MSIB97Y,?,?,1,0,1
PID_HT65AJM,?,?,1,0,1
PID_BCES2R6,1,2017,0,1,1
PID_HJG0HIK,1,2019,1,1,1
